Insult,Date,Comment
1,20120529090040Z,"""pisii . apparently knows nothing about cold facts republican trolls make us all sick with their non factual crap you can cry until 2016 . you are lies mean nothing to intelligent people"""
0,20120610200600Z,"""the bad part of the story is the dumb redneck republicans, like yourself. not sure if these folks are sociopaths like you, though, so you are probably a downgrade from them."""
1,20120320200133Z,"""you as stupid as you were yesterday."""
0,,"""""i may never see the light of day again"".he should never see the light of day again! twisted beyond belief. you couldn't do what he did to a dog, let alone another human being. """
1,20120619024452Z,"""there are a lot of morons posting on this site but you are in a class all by yourself."""
1,20120618204027Z,"""you are a moron."""
0,20120611233921Z,"""how the fuck do you have orange beef but not orange chicken?"""
1,20120612023153Z,"""suck my dick yeaah babby pussy"""
1,20120515161425Z,"""autumn. you are, and idiot. red flag -PRON- - girls with no sense of humor."""
0,20120529213135Z,"""eli manning, brett favre, john elway"""
0,,"""if she will not sleep with you, you could probably just force yourself on her and any reasonable judge would take that tattoo as a permission to date rape stamp"""
0,20120609174056Z,"""holder and obama will be hit back from all directions and 10 times as hard. dozens inside the doj and the wh who have dignity and patriotism will turn on them both like rabid dogs. this administration is goind down and right into federal prison. nothing can stop it now. nothing at all. the people are pissed off and out for heads. holder = peice of shit obama = fucked up sociopath"""
0,20120611184459Z,"""so is a skunk half black and half white and they both stink. why do black people stink, so blind people can h a t e them too. lol"""
0,20120618194105Z,"""i wonder if that would stand up in court. ""he might have killed someone, but fuck me he can play cricket!"" he was a prick."""
0,20120530131336Z,"""they are not. the pg proposal is a list of people who have committed crimes with a gun. not a way to register guns. (is no one else the idea of the government maintaining lists of people they do not like. cue '""you know who else had lists of people they do not like"" jokes in 3..2.)"""
0,,"""-PRON- -PRON- you know, if you stick a screw driver in you are mouth and bang on you are fillings, you might be able to pick up an easy listening channel."""
1,20120619232324Z,"""that is because you are a nobody."""
0,,"""the korem foundation will never see another dollar from me."""
0,20120620051425Z,"""i just did it, but for some reason it is not registering, maybe needs some time."""
0,20120609235207Z,"""i could be as effective (ineffective) as huff."""
1,20120610074041Z,"""yo this my nigger right here! my n my boi lil b fuck bitch on the regular, we fucking everyone bitches. tell yo boys that yo bitch aint safe when mel gibson n lil b rollin out on a bitch hunt"""
0,20120529135802Z,"""oh hey, i have yousaid.it if you like."""
0,,""" ""it means the world isn't changing, it means the world has already changed,"" steven goldstein, chairman of the gay rights group garden state equality. but, right is right and wrong is still wrong!"""
0,20120619141750Z,"""omg! are you a vs girl also?! did you hit up the semi annual sale? i went fucking crazy!!"""
1,20120620062056Z,"""you are incredibly stupid."""
0,20120611235930Z,"""-PRON- a few years, they will make a damn movie about it? uncle daddy rides again?"""
0,20120619000810Z,"""i like you aggie."""
0,20120527185724Z,"""obamawon due to the media not doing their jobs ,we still know nothing about obama and its almost 4 years later why ?"""
0,20120619015707Z,"""god bless you, and may you live a long and fruitful life and spread you are wisdom."""
0,20120620171007Z,"""ha. i'm glad you are pena is girl, you know he really wants to play for the red sox. he is from boston and went to northeastern but got cut by the sox and he is terrible. haha. you have zero valid points."""
0,,"""i am a moderate. i am fiscally conservative but am moderate on the social issues. the republican party is no longer the party of goldwater, teddy roosevelt nor even reagan. the gop is the party of jerry falwell, tony perkins and people like michelle bachmann. because i am gay and can not find a place in the gop, i voted for obama in '08. however, this year i am considering voting for romney this year. republicans better hope romney gets the nomination because santorum would be handing the election to obama. santorum is scary conservative. he wants the government to be all up in peoples' business and i wouldn't be surprised if a president santorum created a morality police. i believe the majority of americans are moderate and what this country needs is a moderate. i am so tired of us swinging from extreme left to extreme right and back again."""
1,20120609203104Z,"""why did you do that?"" ""because you smell like dog poo. you are so stupid, just like dog poo. you are made outta poo!"""
0,20120620132202Z,"""the democrats would sell out our young job seekers for a handful of illegal votes and a 50 cent tomato."""
0,20120619180350Z,"""pass on grass and pass on rainbows and wings"""
0,20120620180456Z,"""you wouldn't know a failed policy if it sent you and all you are neighbors to the poorhouse."""
0,20120502155618Z,"""""but jack from raleigh wasn't done. he came back with this bit of furious grammatical genius:"" ""holy hell, jack. calm down."" god d-PRON- hilarious! who writes you are material grazid? mm never even acknowledged we were here (well accept when uber ticked him off) grazid not only interacts with us, he calls you dumb when you are being dumb. right beeaner?"""
